Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,severity_description,weather_description,location_description,vehicle_type_description,engine_size_description,driver_sex_description,casualty_severity_description,casualty_type_description
AID0895,2022-07-28,T,GA,Minor,Clear,Loc103,0401,Night,Car,Model20,1264,F,25,15,Serious,45,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0896,2022-10-05,W,MN,Minor,Storm,Loc124,1701,Night,Motorcycle,Model14,1239,M,27,6,Slight,2,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0897,2022-02-06,F,TN,Minor,Storm,Loc7,2114,Twilight,Car,Model16,1602,F,56,19,Serious,15,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0898,2022-10-23,F,RJ,Minor,Storm,Loc64,2333,Night,Car,Model21,2550,M,24,8,Fatal,51,F,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0899,2023-12-07,F,NL,Severe,Rain,Loc160,0029,Night,Truck,Model35,1175,F,46,5,Fatal,51,M,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0900,2023-05-23,S,JH,Minor,Clear,Loc163,0834,Daylight,Motorcycle,Model35,2941,F,57,10,Fatal,73,M,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0901,2023-08-13,W,BR,Severe,Storm,Loc37,0506,Twilight,Car,Model50,1870,F,32,2,Slight,59,M,Upper,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0902,2023-02-08,M,TR,Minor,Rain,Loc11,1104,Night,Car,Model15,1434,F,47,6,Slight,75,M,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0903,2022-08-31,T,MP,Moderate,Rain,Loc107,0521,Night,Motorcycle,Model24,1859,F,36,8,Slight,37,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0904,2023-11-10,T,HP,Severe,Fog,Loc175,0557,Daylight,Motorcycle,Model22,2524,M,44,1,Slight,42,F,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0905,2022-02-03,S,SK,Moderate,Fog,Loc146,0537,Daylight,Motorcycle,Model2,1724,F,54,12,Serious,21,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0906,2022-04-04,T,UK,Minor,Rain,Loc64,1925,Daylight,Truck,Model28,2964,F,42,16,Fatal,2,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0907,2023-08-12,S,MH,Severe,Rain,Loc185,0925,Twilight,Truck,Model6,1588,F,35,11,Slight,77,M,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0908,2022-04-01,T,UP,Severe,Fog,Loc128,0633,Night,Bus,Model29,1224,M,19,4,Fatal,71,M,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0909,2022-04-09,T,HR,Minor,Snow,Loc144,2305,Daylight,Bus,Model35,1833,M,35,4,Fatal,39,F,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0910,2022-11-23,T,HP,Severe,Storm,Loc159,1557,Daylight,Bus,Model3,1697,F,55,1,Serious,53,F,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0911,2022-11-08,F,AS,Moderate,Snow,Loc200,1740,Daylight,Motorcycle,Model27,1555,F,29,8,Fatal,30,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0912,2023-02-02,F,ML,Minor,Snow,Loc163,2114,Daylight,Motorcycle,Model21,1685,F,29,6,Slight,17,F,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0913,2023-01-16,S,MN,Moderate,Snow,Loc122,0128,Twilight,Bus,Model6,2977,F,56,5,Serious,60,M,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0914,2022-03-30,W,TN,Severe,Rain,Loc151,1909,Twilight,Motorcycle,Model9,2265,M,43,19,Fatal,63,F,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0915,2022-09-19,S,MN,Severe,Fog,Loc57,2134,Night,Car,Model27,1475,M,52,6,Slight,11,M,Middle,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0916,2023-11-04,F,SK,Severe,Storm,Loc186,1533,Night,Bus,Model46,1209,F,69,10,Slight,72,M,Upper,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0917,2022-08-20,W,SK,Severe,Fog,Loc77,0452,Night,Bus,Model9,2206,M,53,18,Fatal,56,M,Middle,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0918,2023-10-01,M,ML,Moderate,Storm,Loc105,1457,Night,Car,Model16,2293,M,53,7,Fatal,79,M,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0919,2022-12-20,S,UK,Moderate,Fog,Loc169,1408,Daylight,Bus,Model47,1495,F,63,13,Fatal,7,F,Upper,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0920,2023-09-21,F,UK,Moderate,Fog,Loc108,1156,Twilight,Truck,Model31,940,F,37,12,Serious,14,M,Middle,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0921,2023-11-07,S,ML,Severe,Storm,Loc1,0148,Night,Bus,Model6,1261,F,48,10,Slight,48,F,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0922,2022-07-08,S,MZ,Moderate,Rain,Loc54,1832,Night,Bus,Model3,1771,F,63,19,Slight,41,F,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0923,2022-02-26,S,TR,Severe,Fog,Loc38,1201,Night,Motorcycle,Model38,2819,M,46,17,Fatal,63,F,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0924,2022-06-24,W,UP,Moderate,Fog,Loc199,0457,Daylight,Car,Model15,1405,F,60,11,Slight,33,M,Middle,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0925,2023-06-18,T,SK,Severe,Rain,Loc60,1858,Twilight,Truck,Model36,2423,M,41,7,Slight,51,F,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0926,2023-10-06,S,UK,Severe,Storm,Loc143,1649,Daylight,Car,Model49,2662,M,27,9,Serious,33,F,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0927,2022-11-22,M,OD,Moderate,Fog,Loc16,0909,Twilight,Motorcycle,Model45,1335,M,30,15,Serious,79,M,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0928,2023-05-17,W,CG,Moderate,Storm,Loc87,0411,Night,Motorcycle,Model5,1660,F,31,0,Serious,32,M,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0929,2023-09-30,F,MP,Severe,Storm,Loc183,0053,Twilight,Bus,Model30,1757,M,59,20,Slight,78,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0930,2022-08-31,S,GJ,Minor,Snow,Loc108,0552,Night,Bus,Model30,1787,M,51,7,Fatal,17,F,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0931,2022-09-20,T,TR,Moderate,Rain,Loc116,1750,Daylight,Truck,Model37,1820,F,42,20,Fatal,30,F,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0932,2023-12-25,M,MP,Severe,Clear,Loc59,0727,Night,Car,Model32,2413,F,32,13,Fatal,61,M,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0933,2023-10-13,M,MZ,Severe,Fog,Loc120,1938,Twilight,Motorcycle,Model21,1567,M,24,19,Slight,46,M,Working,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0934,2023-09-28,T,OD,Moderate,Snow,Loc87,1845,Night,Bus,Model40,1230,F,29,14,Serious,79,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0935,2022-09-03,M,MP,Severe,Rain,Loc26,1010,Twilight,Car,Model8,2376,F,33,1,Serious,78,M,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0936,2022-06-15,S,JH,Severe,Fog,Loc171,1100,Daylight,Bus,Model27,806,M,64,4,Serious,80,F,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0937,2023-07-05,S,AR,Moderate,Rain,Loc54,2301,Daylight,Bus,Model46,2893,M,51,1,Slight,48,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0938,2023-08-17,T,RJ,Moderate,Storm,Loc39,1321,Night,Truck,Model2,1579,F,19,17,Fatal,62,M,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0939,2023-10-02,W,UP,Severe,Snow,Loc198,0533,Night,Car,Model7,1033,M,54,9,Fatal,21,F,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0940,2022-11-01,T,TR,Severe,Snow,Loc193,0441,Daylight,Motorcycle,Model10,1560,F,65,5,Slight,7,M,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0941,2023-03-06,M,DL,Severe,Fog,Loc123,1502,Twilight,Bus,Model42,2813,F,33,15,Fatal,50,M,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0942,2023-05-19,T,TN,Moderate,Fog,Loc123,0421,Night,Motorcycle,Model19,2134,F,24,12,Serious,28,M,Upper,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0943,2022-03-31,M,CG,Minor,Snow,Loc105,1027,Night,Motorcycle,Model46,2073,F,34,11,Slight,64,F,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0944,2022-04-22,S,NL,Minor,Clear,Loc198,2227,Night,Car,Model24,2772,M,58,19,Serious,17,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0945,2022-08-18,T,AR,Moderate,Storm,Loc80,0812,Night,Bus,Model11,1017,F,65,0,Slight,18,F,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0946,2023-03-15,M,RJ,Moderate,Fog,Loc86,2043,Night,Bus,Model50,1833,M,65,14,Serious,79,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0947,2023-11-16,S,KL,Moderate,Snow,Loc21,1056,Night,Motorcycle,Model17,1416,F,26,18,Serious,37,M,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0948,2022-07-03,T,WB,Minor,Rain,Loc116,0323,Twilight,Motorcycle,Model29,1574,F,31,3,Fatal,77,M,Upper,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0949,2023-08-15,T,MZ,Severe,Snow,Loc29,1210,Night,Bus,Model23,2865,M,42,1,Slight,47,F,Middle,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0950,2022-05-18,F,PB,Moderate,Rain,Loc162,1423,Daylight,Car,Model34,1838,F,52,14,Serious,60,M,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
